iter	MultiClass
384	0.3301351332
385	0.3291566854
386	0.3281906276
387	0.3274977813
388	0.3264200098
389	0.3256349344
390	0.3253084154
391	0.3246588425
392	0.3238181859
393	0.3228517519
394	0.322121806
395	0.3211622639
396	0.3200093975
397	0.3197869342
398	0.3192705858
399	0.3184315547
400	0.3176840851
401	0.316768687
402	0.3162154113
403	0.3153408164
404	0.3146233684
405	0.3140066571
406	0.3135492957
407	0.3127846739
408	0.3123748014
409	0.3120177185
410	0.3111777583
411	0.3103659756
412	0.3093245957
413	0.3086112209
414	0.308081368
415	0.3071077586
416	0.3068076492
417	0.3063570911
418	0.3058672989
419	0.3050867801
420	0.3044142418
421	0.3034884594
422	0.303036529
423	0.3024240792
424	0.301760496
425	0.3013178555
426	0.300506133
427	0.2998760302
428	0.2993372967
429	0.2989044428
430	0.2981358443
431	0.297476472
432	0.2966597812
433	0.2962351228
434	0.2955783833
435	0.2946607176
436	0.2940051674
437	0.2931659979
438	0.2928462501
439	0.2919903249
440	0.2915137926
441	0.2912857658
442	0.2906874113
443	0.2902510207
444	0.2895215694
445	0.2888559873
446	0.2880602383
447	0.2871838542
448	0.2867535569
449	0.285932169
450	0.2853817248
451	0.2852073499
452	0.2845421052
453	0.2840889436
454	0.2833611347
455	0.2828492365
456	0.2824202043
457	0.2818418391
458	0.2813857431
459	0.2807803354
460	0.2799093495
461	0.2792358575
462	0.2783419734
463	0.2776298184
464	0.2768880599
465	0.2764901889
466	0.2758709195
467	0.2752872786
468	0.2748962651
469	0.2744510571
470	0.27393477
471	0.2736221124
472	0.27283045
473	0.2722539568
474	0.2717178107
475	0.271115564
476	0.2700647544
477	0.2695717842
478	0.2688978103
479	0.2682293325
480	0.2678622887
481	0.266872347
482	0.2663147173
483	0.2659856624
484	0.2655445696
485	0.2648290294
486	0.2643126412
487	0.2635865036
488	0.2631426254
489	0.2626797189
490	0.2622520152
491	0.261809258
492	0.2613258696
493	0.2607892031
494	0.2601267542
495	0.2599076668
496	0.2595169907
497	0.2589538284
498	0.2588427787
499	0.2584416685
500	0.2580573448
501	0.2575805816
502	0.2566768226
503	0.2563069909
504	0.2556079687
505	0.2555005525
506	0.2548506552
507	0.2543920305
508	0.2536602228
509	0.2531530654
510	0.2527190538
511	0.2522884031
512	0.2518845453
513	0.2511904436
514	0.2506194198
515	0.2501120849
516	0.2496473297
517	0.2494212486
518	0.2491165743
519	0.2486257769
520	0.2481703576
521	0.2478271538
522	0.2476434445
523	0.2467919835
524	0.2463515754
525	0.2457977787
526	0.245527462
527	0.2449975736
528	0.2446999093
529	0.2441427468
530	0.2438431271
531	0.2433651273
532	0.2428142549
533	0.2422844314
534	0.2418098147
535	0.2414126129
536	0.2405462021
537	0.2400886052
538	0.2397388762
539	0.2392986008
540	0.238780791
541	0.2381061092
542	0.2378952331
543	0.2376919091
544	0.2373503157
545	0.2368986331
546	0.2365277795
547	0.2361602564
548	0.2357848122
549	0.2354239246
550	0.2350758476
551	0.2343571864
552	0.2337351736
553	0.2332891267
554	0.2329738642
555	0.2328798679
556	0.2324528286
557	0.2321117354
558	0.2316213767
559	0.2311770704
560	0.2307649572
561	0.2304576137
562	0.2298720222
563	0.2295469941
564	0.2292778819
565	0.2289717313
566	0.2286923317
567	0.2281574416
568	0.2274392243
569	0.2272031402
570	0.2265340317
571	0.2262479625
572	0.225699845
573	0.2252409708
574	0.224776386
575	0.2241706264
576	0.2238222231
577	0.2232050601
578	0.2226884394
579	0.222309622
580	0.2219612383
581	0.2215863722
582	0.2209685917
583	0.2207404959
584	0.2200818521
585	0.2198049516
586	0.2193199787
587	0.2191117442
588	0.2186296612
589	0.2182007569
590	0.2176585525
591	0.2172603121
592	0.2169019407
593	0.2163425026
594	0.2161071665
595	0.2158479554
596	0.2154639737
597	0.2147282489
598	0.2141577431
599	0.2136804502
600	0.2130620527
601	0.2125520838
602	0.2121627971
603	0.2117447402
604	0.2111727664
605	0.2107210833
606	0.2104690357
607	0.2100556757
608	0.2092658955
609	0.2086718696
610	0.2082261818
611	0.2079176194
612	0.2075891146
613	0.2070669453
614	0.2066663742
615	0.2061544336
616	0.205369242
617	0.2048936237
618	0.2046107257
619	0.2041784038
620	0.2038074461
621	0.2035988332
622	0.2033028011
623	0.2027593097
624	0.202290396
625	0.2020519557
626	0.2015136098
627	0.2012111816
628	0.2007981823
629	0.200428038
630	0.2000719701
631	0.1997377101
632	0.1992189155
633	0.1986472173
634	0.1981851462
635	0.1979248069
636	0.1974732742
637	0.197179678
638	0.1969419649
639	0.1965702244
640	0.1962817569
641	0.1959072774
642	0.1956233302
643	0.195117531
644	0.1948151754
645	0.1942996354
646	0.1940708229
647	0.1937249241
648	0.1933836698
649	0.1928953555
650	0.1926895412
651	0.1923429259
652	0.1921878537
653	0.1920272196
654	0.1917665313
655	0.1916358268
656	0.1912939063
657	0.1908923181
658	0.1905875464
659	0.1902438186
660	0.1899700341
661	0.1897464895
662	0.1892551326
663	0.1889106984
664	0.1884257526
665	0.1881257188
666	0.1877875916
667	0.1876099055
668	0.1871536389
669	0.1867771354
670	0.1865414973
671	0.1861349719
672	0.1857735256
673	0.1853238019
674	0.1850208215
675	0.1847952601
676	0.1844654045
677	0.1840154396
678	0.1837586675
679	0.1834672629
680	0.1832009169
681	0.182741971
682	0.1826906081
683	0.1824907986
684	0.1819866011
685	0.1817264727
686	0.1815819084
687	0.1812196045
688	0.1810457697
689	0.1806992848
690	0.1805036615
691	0.1801991438
692	0.1798120845
693	0.1794156979
694	0.1791308434
695	0.1788833113
696	0.1787719367
697	0.1784940828
698	0.1783567674
699	0.1780987998
700	0.1776931888
701	0.1773709889
702	0.1769805756
703	0.1764876426
704	0.1762365312
705	0.1760871279
706	0.1759161234
707	0.1756601761
708	0.1754498957
709	0.1750418348
710	0.1749284992
711	0.1745517706
712	0.1742977579
713	0.1738523708
714	0.1734947996
715	0.1732481115
716	0.1728865847
717	0.1726124126
718	0.1724252623
719	0.1720626917
720	0.1718321534
721	0.1714650811
722	0.1712787473
723	0.1710235055
724	0.1706077971
725	0.1702960469
726	0.1699734844
727	0.1697254512
728	0.1694233145
729	0.1692498964
730	0.1689627972
731	0.1687578095
732	0.1685874895
733	0.1683309367
734	0.1680557793
735	0.1677567516
736	0.1675500984
737	0.1672289242
738	0.1670721591
739	0.1666714947
740	0.1663714689
741	0.1662829497
742	0.165817805
743	0.1655182166
744	0.165404328
745	0.1649947994
746	0.1647306954
747	0.1645198843
748	0.1641563607
749	0.1639623533
750	0.1637985434
751	0.1635295502
752	0.1631915659
753	0.1628588139
754	0.1625962899
755	0.1623062405
756	0.1619309322
757	0.1618191554
758	0.1615929486
759	0.1613679252
760	0.1609944611
761	0.1606331803
762	0.160424303
763	0.1601192287
764	0.1599997591
765	0.1597623788
766	0.1594754127
767	0.1590968399
768	0.15890895
769	0.1586858148
770	0.1583150886
771	0.1579413124
772	0.1577259261
773	0.1575217378
774	0.1570543203
775	0.1568258359
776	0.1564906042
777	0.1563635281
778	0.156062156
779	0.1559787811
780	0.1556213415
781	0.15532771
782	0.1551637802
783	0.1550023055
784	0.1548077895
785	0.1546671617
786	0.1544302731
787	0.1542430555
788	0.1538689142
789	0.1535680842
790	0.1534808163
791	0.1532765169
792	0.1531657113
793	0.1528648333
794	0.1524379165
795	0.152153541
796	0.1519235535
797	0.1517401351
798	0.1514255751
799	0.1511468913
800	0.1509742335
801	0.1507544432
802	0.1505904936
803	0.1502325441
804	0.1500690404
805	0.1498041423
806	0.1495911391
807	0.1493522092
808	0.1491407507
809	0.1487957253
810	0.1486000328
811	0.1484221054
812	0.1480563154
813	0.1479003808
814	0.1476680051
815	0.1474701223
816	0.1472380214
817	0.1470367827
818	0.1468335836
819	0.1465368199
820	0.1463026302
821	0.1460145808
822	0.1458282183
823	0.1457383006
824	0.1455019288
825	0.1451832685
826	0.1448008745
827	0.1445939506
828	0.144375077
829	0.1441705956
830	0.1438888206
831	0.1437118746
832	0.1435028284
833	0.1432609727
834	0.1431060076
835	0.1428292876
836	0.1425936047
837	0.142296173
838	0.1422607578
839	0.142005115
840	0.1418264963
841	0.1416483179
842	0.1415253808
843	0.1413662652
844	0.1410652628
845	0.1408425091
846	0.1407512607
847	0.1404328847
848	0.140256414
849	0.1401004451
850	0.13984635
851	0.1395327737
852	0.1393261264
853	0.1390371876
854	0.1386528961
855	0.1384724995
856	0.138313776
857	0.1380542651
858	0.1379121308
859	0.1377148697
860	0.1375558129
861	0.1373868966
862	0.137155425
863	0.1370350036
864	0.1368429296
865	0.1366893795
866	0.1364613934
867	0.1362516791
868	0.1360189262
869	0.1356986399
870	0.1354623906
871	0.1353062013
872	0.1350933507
873	0.1349508782
874	0.1346179954
875	0.1344394175
876	0.1342236136
877	0.1341345966
878	0.1339370454
879	0.1338157741
880	0.1335505857
881	0.1333605833
882	0.1331594257
883	0.1330206814
884	0.1328828602
885	0.1327097066
886	0.1324726097
887	0.1323427833
888	0.1321655459
889	0.1318999906
890	0.1317354014
891	0.1316416947
892	0.1314298058
893	0.1312412815
894	0.1310804117
895	0.1309044102
896	0.1308116591
897	0.1305837221
898	0.1303967391
899	0.1302215755
900	0.1299808779
901	0.1297874694
902	0.1296520626
903	0.1293729325
904	0.1292084342
905	0.1289385054
906	0.1287537451
907	0.1285428936
908	0.1283822081
909	0.1281505268
910	0.1279724481
911	0.1277331954
912	0.1275650731
913	0.1273821912
914	0.1273166181
915	0.127134714
916	0.1268933422
917	0.126765507
918	0.126662626
919	0.1265062955
920	0.1264202037
921	0.126243867
922	0.1260711993
923	0.1257525721
924	0.1256189574
925	0.1255542462
926	0.1254249747
927	0.1253274943
928	0.1250984856
929	0.1248799611
930	0.1245948001
931	0.1244404845
932	0.1242416126
933	0.1240539148
934	0.1238047751
935	0.1236590485
936	0.1234934475
937	0.1233790061
938	0.1232506907
939	0.1230868554
940	0.122880477
941	0.1227055383
942	0.1224485122
943	0.1222537443
944	0.1221175744
945	0.1220061181
946	0.1217590061
947	0.1215804168
948	0.1214140409
949	0.1212709233
950	0.1210485819
951	0.1208802822
952	0.1207409595
953	0.1206827513
954	0.120499775
955	0.120371896
956	0.1201926239
957	0.120022734
958	0.1198516817
959	0.1196585737
960	0.1194330525
961	0.1192491697
962	0.1191206031
963	0.1189835486
964	0.1186744944
965	0.1185187611
966	0.1184996868
967	0.1182503011
968	0.1180629638
969	0.1179373546
970	0.1176020255
971	0.1174947485
972	0.1172413393
973	0.1170624419
974	0.1168509531
975	0.1167358976
976	0.1164876394
977	0.1163430167
978	0.1161446392
979	0.1159085892
980	0.1157753898
981	0.1156968403
982	0.1155631487
983	0.115362821
984	0.115203634
985	0.1150711124
986	0.114894216
987	0.1147554837
988	0.1146521821
989	0.1145995753
990	0.1143672796
991	0.1142763606
992	0.1140647475
993	0.1137924823
994	0.1136428361
995	0.1133857797
996	0.1131990271
997	0.1130199314
998	0.112907736
999	0.1128308038
